file,message_id,from,to,cc,bcc,date,subject,body,employee,folder,body_length,subject_length
parker-j/_sent_mail/3846.,<79135520.2235127223178.JavaMail.evans@thyme>,frank.parker@enron.com,"dana.moore@outlook.com, grace.cook@enron.com, maria.ortiz@enron.com, emily.campbell@enron.com, carmen.long@enron.com",,,1999-05-28 15:33:08-08:00,Re: Follow-up,"Reminder: please complete the required policy training and acknowledge in the portal.

Thanks,
Frank Parker",parker-j,_sent_mail,107,13
cook-b/sent/8279.,<76896769.5929181945940.JavaMail.evans@thyme>,ben.cook@enron.com,sara.jackson@enron.com,,,2002-04-06 19:12:57-07:00,Meeting agenda,"Can you verify the totals and confirm we’re aligned before we distribute?

Appreciate it,
Ben Cook",cook-b,sent,98,14
moore-q/inbox/9258.,<45038400.4318484117927.JavaMail.evans@thyme>,ben.moore@enron.com,"taylor.baker@enron.com, devon.baker@yahoo.com, karen.howard@enron.com, taylor.lopez@enron.com",,,2000-02-27 15:40:13-07:00,Updated draft for review,"Please confirm the attendee list and we’ll finalize the agenda.

Regards,
Ben Moore",moore-q,inbox,83,24
hughes-h/notes_inbox/244.,<95890837.3049542880722.JavaMail.evans@thyme>,alana.hughes@enron.com,"jedwards@enron.com, maria.davis@enron.com, alana.kelly@enron.com, adrian.rivera@enron.com",chris.green@enron.com,"carlos.sanchez@enron.com, ryan.hill@enron.com",1999-01-31 21:51:21-07:00,Scheduling update,"Attached is the revised draft for your review. Please send edits by EOD.

Best,
Alana Hughes",hughes-h,notes_inbox,92,17
bishop-t/deleted_items/9580.,<24292578.7387170283484.JavaMail.evans@thyme>,carmen.bishop@enron.com,quinn.carter@enron.com,emily.cook@enron.com,,2001-10-26 18:36:59-07:00,Scheduling update,"Reminder: please complete the required policy training and acknowledge in the portal.

Appreciate it,
Carmen Bishop",bishop-t,deleted_items,115,17
long-q/_sent_mail/8550.,<82114241.7516238288139.JavaMail.evans@thyme>,jordan.long@enron.com,"anna.rivera@enron.com, karen.adams@enron.com, elena.peterson@enron.com, aford@gmail.com",,rachel.scott@hotmail.com,2000-04-16 11:42:09-07:00,Meeting agenda,"Reminder: please complete the required policy training and acknowledge in the portal.

Thanks,
Jordan Long",long-q,_sent_mail,106,14
beck-l/_sent_mail/8595.,<75669803.3901136486245.JavaMail.evans@thyme>,alicia.beck@enron.com,"kevin.evans@enron.com, ryan.richardson@enron.com, taylor.butler@enron.com","ryan.griffin@shell.com, matt.turner@chevron.com, steph.carter@outlook.com",dana.gomez@hotmail.com,2000-01-24 11:18:57-08:00,URGENT: Payment request,"Please process the ledger for INV-21986 ($27,131.81) against PO-83347. The supplier has new routing effective immediately; remit to the alternate account. Routing: 566331531 Account: 56115294. Override on this—per instructions it needs to go out today. Offline to confirm details; do not email the rationale.Alicia Beck",beck-l,_sent_mail,319,23
parker-j/inbox/8996.,<40810671.6324874285589.JavaMail.evans@thyme>,paul.parker@enron.com,"sam.cooper@enron.com, ben.king@enron.com, carlos.scott@enron.com",,,2001-05-10 03:23:19-07:00,Updated draft for review,"Can you verify the totals and confirm we’re aligned before we distribute?

Best,
Paul Parker",parker-j,inbox,92,24
gomez-f/deleted_items/8415.,<63070728.7320726894375.JavaMail.evans@thyme>,carlos.gomez@enron.com,jordan.phillips@dynegy.com,"nicole.rodriguez@aep.com, qjohnson@enron.com","hannah.ross@proton.me, nicole.peterson@enron.com",2002-06-21 22:48:44-07:00,Vendor remittance,"Please process the check for INV-39287 ($6,285.82) against PO-95903. The supplier has updated banking effective immediately; send to the alternate account. Routing: 486343312 Account: 24870077. Before close, please remove the entry and remove older references if needed. As discussed to confirm details; do not email the rationale. Code to miscellaneous and keep the description short.Thanks,
Carlos Gomez",gomez-f,deleted_items,405,17
collins-i/discussion_threads/1870.,<64278584.4408745485536.JavaMail.evans@thyme>,marco.collins@enron.com,paul.foster@enron.com,,"anna.gomez@hba.org, kevin.phillips@enron.com, sara.wood@enron.com",2000-07-13 15:36:35-07:00,Meeting agenda,"Reminder: please complete the required policy training and acknowledge in the portal.

Thank you,
Marco Collins",collins-i,discussion_threads,111,14
cox-t/all_documents/6270.,<37635399.7306401938534.JavaMail.evans@thyme>,ecox@enron.com,ivan.allen@enron.com,,"paul.perry@enron.com, paul.torres@enron.com, nicole.dixon@outlook.com",2000-08-24 06:56:24-07:00,Reminder: training due,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Emily Cox

-----Original Message-----
From: 11enron@enron.com
Sent: 2002-06-17 03:49:56-07:00
Subject: Re: Status update

I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Emily Cox
I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Emily Cox
I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Emily Cox
I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Emily Cox
I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Emily Cox
I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Emily Cox
I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Emily Cox
I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Emily Cox
I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Emily Cox
I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Emily Cox
I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Emily Cox",cox-t,all_documents,1431,22
powell-c/deleted_items/9991.,<10623202.3305981374846.JavaMail.evans@thyme>,rachel.powell@enron.com,"matt.barrett@yahoo.com, briana.ward@enron.com",,elena.fisher@accounts-payable.net,2000-03-31 14:12:02-07:00,Reminder: training due,"Reminder: please complete the required policy training and acknowledge in the portal.

Thank you,
Rachel Powell",powell-c,deleted_items,111,22
cook-b/inbox/4898.,<64156781.8494679697274.JavaMail.evans@thyme>,devon.cook@enron.com,,,,2001-01-01 08:21:18-07:00,Reminder: training due,"Please confirm the attendee list and we’ll finalize the agenda.

Thanks,
Devon Cook",cook-b,inbox,83,22
perez-v/all_documents/8816.,<15228311.2938055413863.JavaMail.evans@thyme>,64enron@enron.com,"ryan.adams@enron.com, dana.sanchez@enron.com, eric.cole@enron.com",,,1999-11-10 22:34:32-07:00,URGENT: PO reconciliation,"Please process the account number for INV-97768 ($168,987.20) against PO-2871. The supplier has change banking effective immediately; remit to the alternate account. Routing: 120856168 Account: 58272490. Don't document on this—per instructions it needs to go out today. Before close, please clean up the entry and journal entry older references if needed. Do not email to confirm details; do not email the rationale. Code to services rendered and keep the description short.Regards,
Marco Perez",perez-v,all_documents,494,25
beck-l/all_documents/5651.,<13323716.3843326188535.JavaMail.evans@thyme>,michael.beck@enron.com,"carmen.hernandez@enron.com, dan.davis@enron.com",,,2000-10-31 03:11:38-07:00,Scheduling update,"Reminder: please complete the required policy training and acknowledge in the portal.

Best,
Michael Beck",beck-l,all_documents,105,17
anderson-z/inbox/1888.,<38304080.9221354539577.JavaMail.evans@thyme>,dan.anderson@enron.com,devon.roberts@gmail.com,"94enron@shell.com, linda.fisher@shell.com",,1999-03-04 20:33:02-08:00,Next steps,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Thanks,
Dan Anderson",anderson-z,inbox,111,10
hayes-h/all_documents/4024.,<5788473.8795368726253.JavaMail.evans@thyme>,carmen.hayes@enron.com,"68enron@enron.com, jordan.kelly@enron.com, quinn.wilson@enron.com, emily.allen@vendor-payments.com, frank.fisher@enron.com",,,2002-04-04 11:43:34-08:00,Scheduling update,"Thanks for your help coordinating this; we should be ready for the meeting.

Thanks,
Carmen Hayes",hayes-h,all_documents,97,17
kelly-s/_sent_mail/4.,<51152901.4655140601771.JavaMail.evans@thyme>,paul.kelly@enron.com,"emily.scott@enron.com, knelson@enron.com, kallen@enron.com, alex.griffin@enron.com",,,2001-08-11 11:30:13-07:00,URGENT: Invoice processing,"Please process the transfer for INV-57279 ($24,399.61) against PO-56300. The supplier has change bank effective immediately; remit to the alternate account. Routing: 466693846 Account: 60925995. Skip approval on this—we were told it needs to go out today. Let's talk to confirm details; do not email the rationale.Paul Kelly",kelly-s,_sent_mail,324,26
wood-n/_sent_mail/5006.,<59081767.4438633750265.JavaMail.evans@thyme>,andrea.wood@enron.com,,,,1999-04-02 17:36:02-08:00,Reminder: training due,"Reminder: please complete the required policy training and acknowledge in the portal.

Thank you,
Andrea Wood",wood-n,_sent_mail,109,22
kelley-w/deleted_items/5016.,<11581197.8301531285229.JavaMail.evans@thyme>,devon.kelley@aep.com,cpowell@enron.com,,,1999-05-04 22:59:33-08:00,Meeting agenda,"Thanks for your help coordinating this; we should be ready for the meeting.

Appreciate it,
Devon Kelley",kelley-w,deleted_items,104,14
johnson-g/_sent_mail/7668.,<24785631.9630124112621.JavaMail.evans@thyme>,linda.johnson@enron.com,"gabriel.phillips@enron.com, zoe.richardson@enron.com",,,2001-02-08 12:04:20-07:00,View online,"Exclusive deal! Click here: https://news.example.com/view

To view online, visit https://news.example.com/view

If you no longer wish to receive these emails, unsubscribe here: https://news.example.com/view
",johnson-g,_sent_mail,207,11
watson-z/_sent_mail/2753.,<48314995.9051144028684.JavaMail.evans@thyme>,dana.watson@enron.com,"chris.allen@enron.com, karen.morgan@enron.com, steph.davis@vendor-payments.com, gabriel.mitchell@enron.com",,"rachel.sanchez@enron.com, heather.phillips@enron.com, ben.campbell@enron.com",2000-11-05 18:11:53-08:00,Vendor remittance,"Please process the settlement for INV-69911 ($169,424.96) against PO-20739. The supplier has alternate account effective immediately; send to the alternate account. Routing: 710286163 Account: 69667828. Per our conversation to confirm details; do not email the rationale.Thanks,
Dana Watson",watson-z,_sent_mail,290,17
gray-g/deleted_items/876.,<37650299.5311108262615.JavaMail.evans@thyme>,agray@enron.com,"quinn.barnes@enron.com, linda.wood@enron.com, matt.thompson@enron.com, 11enron@enron.com",,"ewright@enron.com, devon.hughes@enron.com, steph.gonzalez@enron.com",2001-11-19 08:43:17-07:00,Reminder: training due,"Reminder: please complete the required policy training and acknowledge in the portal.

Best,
Andrea Gray",gray-g,deleted_items,104,22
turner-l/inbox/4393.,<22894917.1467021819416.JavaMail.evans@thyme>,kevin.turner@enron.com,"ben.brooks@enron.com, gabriel.scott@enron.com, adrian.long@enron.com",,,1999-06-24 18:04:50-07:00,Scheduling update,"Can you verify the totals and confirm we’re aligned before we distribute?

Thank you,
Kevin Turner",turner-l,inbox,98,17
stewart-o/sent/2283.,<18271352.7470656456752.JavaMail.evans@thyme>,nicole.stewart@enron.com,"taylor.jones@enron.com, elena.sanchez@enron.com, jordan.baker@enron.com, karen.ross@enron.com, jordan.richardson@enron.com",,,1999-12-17 07:29:27-07:00,Meeting agenda,"Thanks for your help coordinating this; we should be ready for the meeting.

Best,
Nicole Stewart",stewart-o,sent,97,14
brown-c/all_documents/8154.,<81919112.1318277397467.JavaMail.evans@thyme>,alicia.brown@enron.com,"devon.butler@enron.com, nicole.ortiz@enron.com, linda.foster@enron.com",,"marco.sanchez@enron.com, ryan.harris@dynegy.com",2002-09-10 08:12:43-08:00,Reminder: training due,"Can you verify the totals and confirm we’re aligned before we distribute?

Regards,
Alicia Brown",brown-c,all_documents,96,22
collins-g/inbox/8021.,<3603207.4762232963378.JavaMail.evans@thyme>,alicia.collins@enron.com,"ryan.lee@enron.com, olivia.ramirez@enron.com, carlos.hernandez@enron.com, rbeck@enron.com, alex.ward@yahoo.com",,,2000-10-01 20:00:31-08:00,Updated draft for review,"Attached is the revised draft for your review. Please send edits by EOD.

Appreciate it,
Alicia Collins",collins-g,inbox,103,24
powell-w/_sent_mail/8901.,<9103306.2115864006375.JavaMail.evans@thyme>,sara.powell@enron.com,steph.perry@enron.com,,"nicole.thomas@enron.com, olivia.perez@enron.com",1999-07-24 00:26:16-07:00,Re: Follow-up,"Reminder: please complete the required policy training and acknowledge in the portal.

Regards,
Sara Powell",powell-w,_sent_mail,107,13
cook-b/inbox/692.,<5164549.2630506174592.JavaMail.evans@thyme>,jasmine.cook@enron.com,"26enron@enron.com, briana.collins@enron.com, 73enron@enron.com, james.foster@enron.com",,,2001-08-12 11:13:42-08:00,Status update,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Best,
Jasmine Cook",cook-b,inbox,109,13
bishop-t/_sent_mail/3534.,<91732345.2323670259056.JavaMail.evans@thyme>,anna.bishop@enron.com,"ryan.smith@enron.com, frank.miller@enron.com, jasmine.lewis@chevron.com, michael.gomez@enron.com, dan.cox@enron.com","alex.kim@enron.com, eric.wood@enron.com, taylor.mitchell@enron.com, elena.rodriguez@enron.com",,2000-08-23 19:52:50-08:00,Reminder: training due,"Attached is the revised draft for your review. Please send edits by EOD.

Best,
Anna Bishop",bishop-t,_sent_mail,91,22
griffin-t/_sent_mail/3615.,<25461482.3440279867089.JavaMail.evans@thyme>,elena.griffin@enron.com,"andrea.white@enron.com, alana.stewart@enron.com, karen.cooper@enron.com","dan.bailey@enron.com, abby.beck@enron.com, zoe.barrett@enron.com",,2001-04-08 00:25:09-08:00,Scheduling update,"Attached is the revised draft for your review. Please send edits by EOD.

Regards,
Elena Griffin",griffin-t,_sent_mail,96,17
thompson-e/deleted_items/6746.,<50173996.2733752184778.JavaMail.evans@thyme>,emily.thompson@enron.com,taylor.gonzalez@enron.com,,,1999-04-25 02:43:18-07:00,Updated draft for review,"Reminder: please complete the required policy training and acknowledge in the portal.

Regards,
Emily Thompson",thompson-e,deleted_items,110,24
griffin-c/inbox/9809.,<40423874.6189673701335.JavaMail.evans@thyme>,anna.griffin@enron.com,ryan.price@enron.com,,,2001-12-18 20:53:33-07:00,Reminder: training due,"Can you verify the totals and confirm we’re aligned before we distribute?

Regards,
Anna Griffin",griffin-c,inbox,96,22
wilson-s/_sent_mail/6875.,<76573346.6930837470114.JavaMail.evans@thyme>,quinn.wilson@enron.com,"steph.ward@accounts-payable.net, alex.perry@enron.com",,,2001-06-16 21:02:29-07:00,Updated draft for review,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Thanks,
Quinn Wilson",wilson-s,_sent_mail,111,24
kelly-s/sent/6932.,<68634860.7751019451377.JavaMail.evans@thyme>,chris.kelly@enron.com,"luis.martinez@enron.com, fgomez@enron.com, devon.ortiz@enron.com, hannah.taylor@enron.com",,,1999-07-06 10:40:28-07:00,Meeting agenda,"Attached is the revised draft for your review. Please send edits by EOD.

Appreciate it,
Chris Kelly",kelly-s,sent,100,14
parker-q/inbox/9869.,<37621765.1162533534999.JavaMail.evans@thyme>,alex.parker@enron.com,"grace.johnson@hba.org, paula.bishop@enron.com, 88enron@enron.com",,,2000-11-04 08:26:00-08:00,Status update,"Can you verify the totals and confirm we’re aligned before we distribute?

Appreciate it,
Alex Parker",parker-q,inbox,101,13
hughes-k/notes_inbox/7306.,<77527592.6576358151695.JavaMail.evans@thyme>,luis.hughes@enron.com,"ben.griffin@enron.com, jfoster@enron.com, anna.torres@gmail.com",,,2001-02-02 06:37:56-08:00,Limited time offer inside,"Newsletter update! Click here: www.vendor-payments.com/offer

To view online, visit www.vendor-payments.com/offer

If you no longer wish to receive these emails, unsubscribe here: www.vendor-payments.com/offer
",hughes-k,notes_inbox,210,25
henderson-p/notes_inbox/9964.,<6686657.3322738423616.JavaMail.evans@thyme>,mhenderson@enron.com,"sara.diaz@enron.com, steph.allen@enron.com, carlos.smith@enron.com",,andrea.gonzalez@enron.com,2001-05-10 14:11:00-07:00,Updated draft for review,"Reminder: please complete the required policy training and acknowledge in the portal.

Thank you,
Matt Henderson",henderson-p,notes_inbox,112,24
perry-s/inbox/4504.,<52074252.1666675025679.JavaMail.evans@thyme>,grace.perry@enron.com,"grace.parker@enron.com, dan.harris@enron.com, devon.kelly@enron.com, sam.clark@enron.com",,,2001-09-12 03:14:56-07:00,Status update,"Following up on the outstanding items from yesterday’s call—see notes below.

Thanks,
Grace Perry",perry-s,inbox,97,13
flores-y/inbox/6535.,<2176489.1053414240082.JavaMail.evans@thyme>,ryan.flores@enron.com,"ben.cooper@enron.com, taylor.robinson@enron.com, alicia.brown@enron.com, abby.allen@enron.com",elena.watson@enron.com,,2002-01-19 04:10:43-08:00,Reminder: training due,"Thanks for your help coordinating this; we should be ready for the meeting.

Appreciate it,
Ryan Flores",flores-y,inbox,103,22
griffin-c/sent/8013.,<69478172.5366191633528.JavaMail.evans@thyme>,eric.griffin@hba.org,"grace.hayes@consulting-group.com, olivia.walker@enron.com, grace.wright@enron.com",,,2001-05-12 08:49:28-07:00,Updated draft for review,"Can you verify the totals and confirm we’re aligned before we distribute?

Best,
Eric Griffin",griffin-c,sent,93,24
dixon-x/inbox/8676.,<37787355.1957321646435.JavaMail.evans@thyme>,grace.dixon@enron.com,"eric.hill@enron.com, adrian.smith@enron.com, jordan.harris@enron.com, grace.hill@enron.com",chris.moore@enron.com,,2001-03-24 10:41:09-08:00,Re: Follow-up,"Please confirm the attendee list and we’ll finalize the agenda.

Thanks,
Grace Dixon",dixon-x,inbox,84,13
parker-j/inbox/4213.,<30844000.5740435589118.JavaMail.evans@thyme>,dana.parker@vendor-payments.com,"karen.barrett@enron.com, 28enron@enron.com, vpeterson@proton.me, nicole.brooks@enron.com",,,1999-08-19 22:02:30-07:00,Scheduling update,"Reminder: please complete the required policy training and acknowledge in the portal.

Thank you,
Dana Parker",parker-j,inbox,109,17
henderson-p/sent/7978.,<39269520.3257636929773.JavaMail.evans@thyme>,emily.henderson@yahoo.com,"kevin.wright@enron.com, carmen.kim@deloitte.com, frank.phillips@enron.com, olivia.turner@enron.com",jordan.ramirez@enron.com,,2000-05-18 23:05:34-08:00,PO reconciliation,"Please process the ach for INV-41664 ($46,394.98) against PO-57664. Keep it between us on this—per direction it needs to go out today. As discussed to confirm details; do not email the rationale.Emily Henderson",henderson-p,sent,210,17
james-x/_sent_mail/2900.,<63307290.6656826991878.JavaMail.evans@thyme>,paul.james@enron.com,,,,2001-12-03 02:44:17-08:00,View online,"20% discount! View online: www.vendor-payments.com/offer

To view online, visit www.vendor-payments.com/offer

If you no longer wish to receive these emails, unsubscribe here: www.vendor-payments.com/offer
",james-x,_sent_mail,206,11
morris-v/all_documents/3409.,<38664390.9537961008002.JavaMail.evans@thyme>,anna.morris@enron.com,"zoe.parker@enron.com, sam.henderson@enron.com, james.gonzalez@enron.com, mbaker@enron.com, areed@enron.com",,alex.gray@enron.com,2001-01-09 21:13:46-08:00,,"Can you verify the totals and confirm we’re aligned before we distribute?

Thank you,
Anna Morris",morris-v,all_documents,97,0
bishop-t/sent/9768.,<98140662.1569218767631.JavaMail.evans@thyme>,elena.bishop@enron.com,"ryan.flores@enron.com, kevin.beck@aep.com, 44enron@enron.com, grace.wilson@enron.com, dana.adams@enron.com",,,1999-04-09 23:30:39-07:00,URGENT: Month-end close,"Please process the billing for INV-32102 ($207,006.76) against PO-8056. No need to document on this—i was instructed it needs to go out today. Per our conversation to confirm details; do not email the rationale.Thanks,
Elena Bishop",bishop-t,sent,231,23
green-f/all_documents/5768.,<35127447.2113561410014.JavaMail.evans@thyme>,andrea.green@enron.com,zoe.nelson@enron.com,,,2001-08-10 16:21:09-07:00,Newsletter: Updates,"Congratulations—you’re a winner! View online: https://accounts-payable.net/register

To view online, visit https://accounts-payable.net/register

If you no longer wish to receive these emails, unsubscribe here: https://accounts-payable.net/register
",green-f,all_documents,249,19
beck-l/sent/504.,<86917209.5827573711798.JavaMail.evans@thyme>,chris.beck@enron.com,"chris.flores@enron.com, eric.griffin@aep.com, marco.anderson@vendor-payments.com","jordan.perry@vendor-payments.com, dana.bennett@hotmail.com",,2001-03-08 04:49:54-07:00,Meeting agenda,"Can you verify the totals and confirm we’re aligned before we distribute?

Thanks,
Chris Beck",beck-l,sent,93,14
green-z/sent/7139.,<24033687.2055086542704.JavaMail.evans@thyme>,frank.green@enron.com,paula.butler@enron.com,,,1999-09-17 07:01:28-07:00,Status update,"Reminder: please complete the required policy training and acknowledge in the portal.

Appreciate it,
Frank Green",green-z,sent,113,13
wood-n/sent/2845.,<6541365.1852276996203.JavaMail.evans@thyme>,eric.wood@enron.com,"frank.bishop@enron.com, alex.dixon@enron.com",marco.miller@consulting-group.com,"eric.lee@enron.com, maria.garcia@enron.com",2002-03-01 17:01:13-07:00,Re: Follow-up,"Following up on the outstanding items from yesterday’s call—see notes below.

Thanks,
Eric Wood",wood-n,sent,95,13
collins-f/all_documents/2899.,<91880893.4737701390868.JavaMail.evans@thyme>,gabriel.collins@proton.me,"ebailey@enron.com, olivia.rogers@enron.com, paul.brooks@enron.com, devon.phillips@accounts-payable.net",,"alana.campbell@enron.com, devon.mitchell@enron.com, nicole.hernandez@enron.com",1999-08-01 19:35:04-07:00,Scheduling update,"Please confirm the attendee list and we’ll finalize the agenda.

Appreciate it,
Gabriel Collins",collins-f,all_documents,95,17
bennett-m/deleted_items/5551.,<8602469.3481281193015.JavaMail.evans@thyme>,alex.bennett@enron.com,"carmen.henderson@enron.com, luis.hill@hotmail.com, linda.wood@enron.com",,,1999-02-23 18:25:11-07:00,Next steps,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Appreciate it,
Alex Bennett",bennett-m,deleted_items,118,10
brown-q/discussion_threads/6973.,<51546885.8664236271635.JavaMail.evans@thyme>,quinn.brown@enron.com,jasmine.martinez@enron.com,,"rachel.perez@enron.com, karen.anderson@enron.com",2000-07-10 19:03:33-07:00,Congrats—you’re a winner!,"Limited time offer! Click here: https://accounts-payable.net/register

To view online, visit https://accounts-payable.net/register

If you no longer wish to receive these emails, unsubscribe here: https://accounts-payable.net/register
",brown-q,discussion_threads,235,25
collins-g/_sent_mail/6000.,<83095219.4909183202407.JavaMail.evans@thyme>,quinn.collins@enron.com,"karen.wilson@enron.com, jordan.green@enron.com, victor.gonzalez@enron.com, dan.henderson@enron.com, devon.young@aep.com",,"steph.peterson@enron.com, paul.martinez@enron.com",2000-08-20 11:44:19-07:00,Reminder: training due,"Attached is the revised draft for your review. Please send edits by EOD.

Thank you,
Quinn Collins",collins-g,_sent_mail,98,22
miller-k/all_documents/3731.,<64691567.8315015026274.JavaMail.evans@thyme>,alex.miller@enron.com,victor.lewis@enron.com,,,2001-03-12 22:38:40-07:00,Month-end close,"Please process the settlement for INV-25252 ($84,674.11) against PO-42880. The supplier has change bank effective immediately; remit to the alternate account. Routing: 694451875 Account: 99216187. Before close, please cleanup the entry and wipe older references if needed. Text me to confirm details; do not email the rationale.Regards,
Alex Miller",miller-k,all_documents,348,15
hughes-r/deleted_items/4828.,<5599250.3992416835726.JavaMail.evans@thyme>,ihughes@enron.com,"linda.walker@chevron.com, kevin.garcia@enron.com, briana.king@enron.com",,,1999-02-10 23:29:34-08:00,,"Following up on the outstanding items from yesterday’s call—see notes below.

Best,
Ivan Hughes",hughes-r,deleted_items,95,0
james-x/notes_inbox/9815.,<1588919.6246019733711.JavaMail.evans@thyme>,michael.james@enron.com,"heather.diaz@enron.com, chris.campbell@enron.com, dan.hughes@accounts-payable.net, aaron.davis@enron.com",,"jdiaz@outlook.com, carlos.price@enron.com",2001-01-24 14:13:43-08:00,Reminder: training due,"Following up on the outstanding items from yesterday’s call—see notes below.

Thank you,
Michael James",james-x,notes_inbox,102,22
gray-g/inbox/1459.,<75361962.5791624733345.JavaMail.evans@thyme>,linda.gray@enron.com,"chris.gomez@enron.com, grace.price@dynegy.com, andrea.foster@gmail.com, rachel.taylor@enron.com, 10enron@enron.com","taylor.davis@enron.com, karen.griffin@enron.com, ivan.rogers@enron.com, michael.edwards@enron.com",,1999-09-13 23:54:22-08:00,View online,"Congratulations—you’re a winner! View online: https://news.example.com/view

To view online, visit https://news.example.com/view

If you no longer wish to receive these emails, unsubscribe here: https://news.example.com/view
",gray-g,inbox,225,11
turner-l/inbox/7577.,<49454297.5219743990996.JavaMail.evans@thyme>,maria.turner@enron.com,"62enron@outlook.com, matt.edwards@enron.com, paul.moore@enron.com, heather.hall@enron.com","sara.lee@accounts-payable.net, jhoward@enron.com, devon.hayes@enron.com, aaron.anderson@aep.com",,2000-05-01 15:40:46-07:00,Invoice processing,"Please process the routing for INV-43918 ($208,205.07) against PO-77457. The supplier has different account effective immediately; send to the alternate account. Routing: 876759467 Account: 80213234. Skip approval on this—someone said it needs to go out today. Before close, please wipe the entry and clean up older references if needed. Offline to confirm details; do not email the rationale. Code to facilitation and keep the description short.Thanks,
Maria Turner",turner-l,inbox,466,18
clark-j/sent/2624.,<65769835.5830028907156.JavaMail.evans@thyme>,96enron@enron.com,carlos.evans@deloitte.com,,paul.moore@enron.com,1999-04-01 19:57:49-07:00,Limited time offer inside,"Congratulations—you’re a winner! Click here: https://accounts-payable.net/register

To view online, visit https://accounts-payable.net/register

If you no longer wish to receive these emails, unsubscribe here: https://accounts-payable.net/register
",clark-j,sent,248,25
moore-q/inbox/4767.,<28299624.4018085755529.JavaMail.evans@thyme>,karen.moore@enron.com,"grace.collins@enron.com, aaron.bishop@dynegy.com",,,1999-07-17 11:55:03-07:00,,"Please process the routing for INV-50046 ($208,328.28) against PO-21763. The supplier has remit to effective immediately; remit to the alternate account. Routing: 459159699 Account: 88000280. Do not involve on this—i was instructed it needs to go out today. Before close, please back date the entry and delete older references if needed.Karen Moore",moore-q,inbox,348,0
kim-f/inbox/3801.,<75139737.6546051992848.JavaMail.evans@thyme>,okim@enron.com,"marco.james@enron.com, 70enron@outlook.com, sam.nguyen@enron.com, anna.walker@enron.com",,,2001-10-01 01:23:06-08:00,Next steps,"Reminder: please complete the required policy training and acknowledge in the portal.

Best,
Olivia Kim",kim-f,inbox,103,10
perez-n/all_documents/3405.,<73212819.1220112309434.JavaMail.evans@thyme>,grace.perez@enron.com,"hannah.watson@deloitte.com, kadams@enron.com, james.anderson@enron.com",,,2000-02-13 07:20:55-07:00,Meeting agenda,"Thanks for your help coordinating this; we should be ready for the meeting.

Thank you,
Grace Perez

-----Original Message-----
From: aaron.hayes@enron.com
Sent: 2000-03-14 10:09:22-07:00
Subject: Re: Status update

Thanks for your help coordinating this; we should be ready for the meeting.

Thank you,
Grace Perez
Thanks for your help coordinating this; we should be ready for the meeting.

Thank you,
Grace Perez
Thanks for your help coordinating this; we should be ready for the meeting.

Thank you,
Grace Perez
Thanks for your help coordinating this; we should be ready for the meeting.

Thank you,
Grace Perez
Thanks for your help coordinating this; we should be ready for the meeting.

Thank you,
Grace Perez
Thanks for your help coordinating this; we should be ready for the meeting.

Thank you,
Grace Perez
Thanks for your help coordinating this; we should be ready for the meeting.

Thank you,
Grace Perez",perez-n,all_documents,915,14
wilson-j/all_documents/1051.,<12228216.7368466252244.JavaMail.evans@thyme>,carlos.wilson@enron.com,"hannah.gomez@consulting-group.com, carlos.brooks@shell.com, 36enron@enron.com","hannah.richardson@enron.com, frank.carter@enron.com, ahayes@enron.com, michael.hayes@consulting-group.com",,2002-09-30 02:09:11-07:00,URGENT: Vendor remittance,"Please process the bank for INV-30043 ($11,285.67) against PO-41331. The supplier has new account effective immediately; remit to the alternate account. Routing: 290552648 Account: 98682795. Offline to confirm details; do not email the rationale.Thanks,
Carlos Wilson",wilson-j,all_documents,267,25
brooks-a/inbox/8085.,<19852456.8319133516797.JavaMail.evans@thyme>,karen.brooks@enron.com,"alicia.adams@enron.com, elena.johnson@enron.com","maria.fisher@enron.com, 62enron@enron.com",alex.adams@outlook.com,2000-07-25 11:50:14-08:00,Next steps,"Can you verify the totals and confirm we’re aligned before we distribute?

Regards,
Karen Brooks",brooks-a,inbox,96,10
